,words,translate,frequency,ngram
2475,注少椿,주 샤오 춘,1,3
2476,档戴唯,다이 웨이,1,3
2477,邮肋俭,메일 비용,1,3
2478,禄燕狱,禄燕狱,1,3
2479,幸蒋翟,다행히 장디,1,3
2480,滓率耀,추 슈 야오,1,3
2481,谷贝钨,Cobb 텅스텐,1,3
2482,为,...에 대한,1,1
2483,么,뭐,1,1
2484,样,样,1,1
2485,斥,책망하다,1,1
2486,责,책임,1,1
2487,迷,부채,1,1
2488,咱,우리,1,1
2489,诉,불평,1,1
2490,吧,바,1,1
2491,课,수업,1,1
2492,讲,말하다,1,1
2493,道娃,Daova,1,2
2494,们是,그들은,1,2
2495,是在,있음,1,2
2496,在为,에 대한,1,2
2497,为他,그를 위해,1,2
2498,他烧,他烧,1,2
2499,香和,Xianghe,1,2
2500,和烧,와가 키,1,2
2501,烧纸,종이 굽기,1,2
2502,们以,们以,1,2
2503,前多,전에,1,2
2504,多次,자꾸,1,2
2505,次这,이 시간,1,2
2506,这么,그래서,1,2
2507,么干,해야 할 일,1,2
2508,干过,끝난,1,2
2509,只是,다만,1,2
2510,是这,이것은,1,2
2511,这次,이 시간,1,2
2512,他已,그는 가지고있다,1,2
2513,有力,有力,1,2
2514,力气,힘,1,2
2515,气象,기상,1,2
2516,前那,前那,1,2
2517,那样,그런 식으로,1,2
2518,样斥,样斥,1,2
2519,斥责,견책,1,2
2520,责他,그를 비난,1,2
2521,们迷,们迷,1,2
2522,迷信,미신,1,2
2523,信了,믿다,1,2
2524,咱们,우리,1,2
2525,们去,우리는 간다,1,2
2526,去村,마을로 이동,1,2
2527,村里,村里,1,2
2528,里告,리가 말했다,1,2
2529,告诉,텔,1,2
2530,诉大,诉大,1,2
2531,大人,성인,1,2
2532,人吧,사람들,1,2
2533,这最,이 가장,1,2
2534,后一,后一,1,2
2535,一课,一课,1,2
2536,课要,교훈,1,2
2537,要提,언급하다,1,2
2538,提前,提前,1,2
2539,前讲,前讲,1,2
2540,讲了,말했다,1,2
2541,知道娃,알아 아기,1,3
2542,道娃们,덥스,1,3
2543,娃们是,아이들은,1,3
2544,们是在,우리는,1,3
2545,是在为,입니다,1,3
2546,在为他,그를 위해,1,3
2547,为他烧,그를 위해 굽기,1,3
2548,他烧香,그는 향을 태운다,1,3
2549,烧香和,향을 태우고,1,3
2550,香和烧,향과 굽기,1,3
2551,和烧纸,그리고 탄 종이,1,3
2552,他们以,他们以,1,3
2553,们以前,우리는,1,3
2554,以前多,전에,1,3
2555,前多次,前多次,1,3
2556,多次这,이 여러 번,1,3
2557,次这么,이 시간,1,3
2558,这么干,这么干,1,3
2559,么干过,么干过,1,3
2560,只是这,딱 이것,1,3
2561,是这次,是这次,1,3
2562,他已没,他已没,1,3
2563,没有力,没有力,1,3
2564,有力气,有力气,1,3
2565,力气象,포스 날씨,1,3
2566,气象以,气象以,1,3
2567,象以前,象以前,1,3
2568,以前那,以前那,1,3
2569,前那样,이전과,1,3
2570,那样斥,那样斥,1,3
2571,样斥责,견책,1,3
2572,斥责他,斥责他,1,3
2573,责他们,责他们,1,3
2574,他们迷,그들은 팬,1,3
2575,们迷信,们迷信,1,3
2576,迷信了,迷信了,1,3
2577,咱们去,가자,1,3
2578,们去村,우리는 마을에 간다,1,3
2579,去村里,去村里,1,3
2580,村里告,村里告,1,3
2581,里告诉,텔,1,3
2582,告诉大,크게 말해,1,3
2583,诉大人,诉大人,1,3
2584,大人吧,大人吧,1,3
2585,这最后,이 마지막,1,3
2586,最后一,마지막,1,3
2587,后一课,다음 강의,1,3
2588,一课要,一课要,1,3
2589,课要提,课要提,1,3
2590,要提前,要提前,1,3
2591,提前讲,提前讲,1,3
2592,前讲了,전에 말하기,1,3
2593,他知道娃,他知道娃,1,4
2594,知道娃们,아이들을 알아라,1,4
2595,道娃们是,Daubes는,1,4
2596,娃们是在,娃们是在,1,4
2597,们是在为,们是在为,1,4
2598,是在为他,是在为他,1,4
2599,在为他烧,在为他烧,1,4
2600,为他烧香,为他烧香,1,4
2601,他烧香和,他烧香和,1,4
2602,烧香和烧,烧香和烧,1,4
2603,香和烧纸,香和烧纸,1,4
2604,他们以前,他们以前,1,4
2605,们以前多,们以前多,1,4
2606,以前多次,以前多次,1,4
2607,前多次这,前多次这,1,4
2608,多次这么,너무 여러 번,1,4
2609,次这么干,次这么干,1,4
2610,这么干过,这么干过,1,4
2611,只是这次,只是这次,1,4
2612,他已没有,그는 떠났다,1,4
2613,已没有力,已没有力,1,4
2614,没有力气,너무 피곤,1,4
2615,有力气象,有力气象,1,4
2616,力气象以,힘,1,4
2617,气象以前,날씨 전,1,4
2618,象以前那,예전처럼,1,4
2619,以前那样,이전과,1,4
2620,前那样斥,前那样斥,1,4
2621,那样斥责,那样斥责,1,4
2622,样斥责他,그를 책망했다,1,4
2623,斥责他们,꾸짖어,1,4
2624,责他们迷,责他们迷,1,4
2625,他们迷信,他们迷信,1,4
2626,们迷信了,们迷信了,1,4
2627,咱们去村,咱们去村,1,4
2628,们去村里,마을로 이동,1,4
2629,去村里告,去村里告,1,4
2630,村里告诉,마을에서 말해,1,4
2631,里告诉大,큰 말,1,4
2632,告诉大人,告诉大人,1,4
2633,诉大人吧,당신의 주님 께,1,4
2634,这最后一,这最后一,1,4
2635,最后一课,最后一课,1,4
2636,后一课要,后一课要,1,4
2637,一课要提,一课要提,1,4
2638,课要提前,课要提前,1,4
2639,要提前讲,미리 말하십시오,1,4
2640,提前讲了,미리 이야기,1,4
2641,他知道娃们,他知道娃们,1,5
2642,知道娃们是,知道娃们是,1,5
2643,道娃们是在,道娃们是在,1,5
2644,娃们是在为,아이들은,1,5
2645,们是在为他,우리는 그를위한 것입니다,1,5
2646,是在为他烧,是在为他烧,1,5
2647,在为他烧香,在为他烧香,1,5
2648,为他烧香和,그를 위해 향을 태우십시오.,1,5
2649,他烧香和烧,他烧香和烧,1,5
2650,烧香和烧纸,烧香和烧纸,1,5
2651,他们以前多,他们以前多,1,5
2652,们以前多次,们以前多次,1,5
2653,以前多次这,이 전에 여러 번,1,5
2654,前多次这么,前多次这么,1,5
2655,多次这么干,多次这么干,1,5
2656,次这么干过,次这么干过,1,5
2657,他已没有力,他已没有力,1,5
2658,已没有力气,已没有力气,1,5
2659,没有力气象,무력,1,5
2660,有力气象以,有力气象以,1,5
2661,力气象以前,전에,1,5
2662,气象以前那,气象以前那,1,5
2663,象以前那样,이전과,1,5
2664,以前那样斥,전에,1,5
2665,前那样斥责,前那样斥责,1,5
2666,那样斥责他,그를 그렇게 꾸짖어,1,5
2667,样斥责他们,그들을 책망,1,5
2668,斥责他们迷,斥责他们迷,1,5
2669,责他们迷信,미신 때문에 그들을 비난하십시오,1,5
2670,他们迷信了,그들은 미신적이다,1,5
2671,咱们去村里,咱们去村里,1,5
2672,们去村里告,마을로 가서,1,5
2673,去村里告诉,마을에 가서 말해,1,5
2674,村里告诉大,村里告诉大,1,5
2675,里告诉大人,어른들에게,1,5
2676,告诉大人吧,어른에게 말해,1,5
2677,这最后一课,这最后一课,1,5
2678,最后一课要,最后一课要,1,5
2679,后一课要提,后一课要提,1,5
2680,一课要提前,미리 수업,1,5
2681,课要提前讲,课要提前讲,1,5
2682,要提前讲了,要提前讲了,1,5
2683,案,케이스,1,1
2684,弱,弱,1,1
2685,氷,얼음,1,1
2686,別,別,1,1
2687,熱,熱,1,1
2688,貯,저장,1,1
2689,心,心,1,1
2690,貨,상품,1,1
2691,浴,목욕,1,1
2692,故,故,1,1
2693,全,모두,1,1
2694,幾,幾,1,1
2695,填,가득 따르다,1,1
2696,今,지금,1,1
2697,艸,艸,1,1
2698,場,들,1,1
2699,旨,취지,1,1
2700,最五,最五,1,2
2701,鶴箆,鶴箆,1,2
2702,箆簡,箆 Jian,1,2
2703,誇填,과장,1,2
2704,場合,경우,1,2
2705,鵜閧,鵜閧,1,2
2706,鶴箆簡,크레인 슬립,1,3
2707,箆簡単,주걱 쉽게,1,3
2708,鶴箆簡単,鶴箆 쉽게,1,4
2709,奇,奇,1,1
2710,炸,炸,1,1
2711,弹,폭탄,1,1
2712,脱,脱,1,1
2713,执,기다려,1,1
2714,政,정치,1,1
2715,官,공무원,1,1
2716,智,지혜,1,1
2717,场,들,1,1
2718,剧,드라마,1,1
2719,闪,闪,1,1
2720,动,움직임,1,1
2721,令,하다,1,1
2722,蓝,푸른,1,1
2723,号,번호,1,1
2724,工,작업,1,1
2725,回,回,1,1
2726,同,와,1,1
2727,岁,세,1,1
2728,二,二,1,1
2729,蛋,蛋,1,1
2730,虽,이기는 하지만,1,1
2731,识,识,1,1
2732,字,워드,1,1
2733,脑,뇌,1,1
2734,户,户,1,1
2735,洗,빨래,1,1
2736,油,기름,1,1
2737,烟,연기,1,1
2738,机,기계,1,1
2739,竟,사실은,1,1
2740,万,만,1,1
2741,分,분,1,1
2742,稀,묽게 한,1,1
2743,薄,얇은,1,1
2744,具,具,1,1
2745,极,폴,1,1
2746,杀,죽임,1,1
2747,伤,상처,1,1
2748,立,일어나,1,1
2749,刻,刻,1,1
2750,变,변화,1,1
2751,剌,찰싹,1,1
2752,球,공,1,1
2753,仍,아직도,1,1
2754,奋,격렬한,1,1
2755,冲,돌진,1,1
2756,奇点,특이점,1,2
2757,点炸,튀김 주문,1,2
2758,炸弹,폭탄,1,2
2759,弹转,되튐,1,2
2760,转向,로 전환,1,2
2761,脱离,이탈,1,2
2762,离目,눈꺼풀,1,2
2763,最高,제일 높은,1,2
2764,高执,가오 지,1,2
2765,执政,힘에서,1,2
2766,政官,정관,1,2
2767,官的,관으로,1,2
2768,的智,지혜,1,2
2769,智能,지적인,1,2
2770,能场,에너지 분야,1,2
2771,场急,돌진,1,2
2772,急剧,날카로운,1,2
2773,剧闪,드라마 플래시,1,2
2774,闪动,플래시,1,2
2775,动着,움직이는,1,2
2776,用最,용 맨,1,2
2777,最大,최고,1,2
2778,的能,的能,1,2
2779,能量,에너지,1,2
2780,量把,법안,1,2
2781,把命,把命,1,2
2782,命令,명령,1,2
2783,令通,링통,1,2
2784,间传,전달,1,2
2785,传送,보내다,1,2
2786,到蓝,파란색으로,1,2
2787,号舰,배,1,2
2788,舰上,기내,1,2
2789,但后,그러나 이후에,1,2
2790,后来,后来,1,2
2791,村子,마을,1,2
2792,子里,질리,1,2
2793,里一,里一,1,2
2794,些出,일부 아웃,1,2
2795,出去,나가,1,2
2796,去打,싸워라,1,2
2797,打工,아르바이트,1,2
2798,工的,일,1,2
2799,的人,사람들,1,2
2800,人赚,사람들은 적립,1,2
2801,赚了,돈을 벌다,1,2
2802,了些,약간,1,2
2803,些钱,돈,1,2
2804,钱回,환불,1,2
2805,回来,돌아와,1,2
2806,和他,그와 함께,1,2
2807,他同,다른 동,1,2
2808,同岁,동갑,1,2
2809,岁的,세,1,2
2810,的二,둘 중,1,2
2811,二蛋,계란 2 개,1,2
2812,蛋虽,계란,1,2
2813,虽不,아니지만,1,2
2814,不识,모른다,1,2
2815,识字,문해력,1,2
2816,字但,하지만,1,2
2817,但脑,하지만 뇌,1,2
2818,脑子,뇌,1,2
2819,子活,子活,1,2
2820,去城,마을로 이동,1,2
2821,城里,城里,1,2
2822,里干,Ligan,1,2
2823,干起,건조,1,2
2824,了挨,了挨,1,2
2825,挨家,집집마다,1,2
2826,家挨,집 가까이,1,2
2827,挨户,집집마다,1,2
2828,户清,따오기,1,2
2829,清洗,청소,1,2
2830,洗抽,빨래,1,2
2831,抽油,오일 펌핑,1,2
2832,油烟,검댕,1,2
2833,烟机,후드,1,2
2834,机的,기계,1,2
2835,的活,的活,1,2
2836,活儿,작업,1,2
2837,一年,1 년,1,2
2838,年下,내년,1,2
2839,来竟,따라와,1,2
2840,竟能,사실은,1,2
2841,能赚,적립 가능,1,2
2842,赚个,적립,1,2
2843,个万,만,1,2
2844,万把,백만,1,2
2845,把块,블록 넣어,1,2
2846,反物,원단,1,2
2847,物质,물질,1,2
2848,质云,质云,1,2
2849,云十,윤주,1,2
2850,十分,대단히,1,2
2851,分稀,分稀,1,2
2852,稀薄,얇은,1,2
2853,但对,하지만 맞아,1,2
2854,对战,싸움,1,2
2855,舰具,배,1,2
2856,具有,있다,1,2
2857,有极,매우,1,2
2858,极大,큰,1,2
2859,的杀,죽임,1,2
2860,杀伤,죽임,1,2
2861,伤力,상해,1,2
2862,邦的,상태,1,2
2863,的战,전쟁,1,2
2864,舰立,선박 스탠드,1,2
2865,立刻,바로,1,2
2866,刻变,변화,1,2
2867,变成,지다,1,2
2868,成一,청이,1,2
2869,个个,모두,1,2
2870,个剌,ㅏ,1,2
2871,剌目,찌르다,1,2
2872,的火,으로 불,1,2
2873,火球,화구,1,2
2874,但它,하지만 그것은,1,2
2875,它们,그들,1,2
2876,们仍,우리는 여전히,1,2
2877,仍向,여전히,1,2
2878,向奋,앞으로,1,2
2879,奋勇,용기 있는,1,2
2880,勇冲,용총,1,2
2881,冲向,향해 러쉬,1,2
2882,向目,Xiangmu,1,2
2883,奇点炸,특이점 프라이드,1,3
2884,点炸弹,포인트 폭탄,1,3
2885,炸弹转,폭탄 회전,1,3
2886,弹转向,되튐,1,3
2887,脱离目,출발,1,3
2888,离目标,오프 타겟,1,3
2889,最高执,최고,1,3
2890,高执政,Gao Zhizheng,1,3
2891,执政官,집정관,1,3
2892,政官的,정관으로,1,3
2893,官的智,공식적인 지혜,1,3
2894,的智能,지능,1,3
2895,智能场,스마트 필드,1,3
2896,能场急,노 필드,1,3
2897,场急剧,날카로운,1,3
2898,急剧闪,날카로운 플래시,1,3
2899,剧闪动,드라마 플래시,1,3
2900,闪动着,섬광,1,3
2901,用最大,가장 큰 것을 사용하십시오,1,3
2902,最大的,가장 큰,1,3
2903,大的能,대적인 기능,1,3
2904,的能量,에너지,1,3
2905,能量把,에너지 바,1,3
2906,量把命,수명 측정,1,3
2907,把命令,명령 입력,1,3
2908,命令通,커맨드 패스,1,3
2909,令通过,주문 통과,1,3
2910,空间传,우주 전송,1,3
2911,间传送,사이 전송,1,3
2912,传送到,보내기,1,3
2913,送到蓝,파란색으로 보내기,1,3
2914,号舰上,배에서,1,3
2915,但后来,하지만,1,3
2916,村子里,마을에,1,3
2917,子里一,Ziliyi,1,3
2918,里一些,일부,1,3
2919,一些出,일부 아웃,1,3
2920,些出去,일부는 외출,1,3
2921,出去打,出去打,1,3
2922,去打工,일하러 가다,1,3
2923,打工的,노동자,1,3
2924,工的人,노동자,1,3
2925,的人赚,的人赚,1,3
2926,人赚了,얻은 사람,1,3
2927,赚了些,赚了些,1,3
2928,了些钱,돈,1,3
2929,些钱回,일부 환불,1,3
2930,钱回来,钱回来,1,3
2931,和他同,그와 함께,1,3
2932,他同岁,그는 같은 나이입니다,1,3
2933,同岁的,같은 나이,1,3
2934,岁的二,두 살,1,3
2935,的二蛋,두 번째 계란,1,3
2936,二蛋虽,에르 단,1,3
2937,蛋虽不,계란은 아니지만,1,3
2938,虽不识,모르겠다,1,3
2939,不识字,읽고 쓸 줄 모르는,1,3
2940,识字但,글을 쓰지만,1,3
2941,字但脑,말이지 만 뇌,1,3
2942,但脑子,하지만 뇌,1,3
2943,脑子活,살아있는 두뇌,1,3
2944,去城里,去城里,1,3
2945,城里干,도시에서 건조,1,3
2946,里干起,건조,1,3
2947,干起了,干起了,1,3
2948,起了挨,일어나,1,3
2949,了挨家,了挨家,1,3
2950,挨家挨,집집마다,1,3
2951,家挨户,집집마다,1,3
2952,挨户清,도어 투 도어 클리어런스,1,3
2953,户清洗,가정용 청소,1,3
2954,清洗抽,청소 펌프,1,3
2955,洗抽油,오일 세척,1,3
2956,抽油烟,검댕,1,3
2957,油烟机,레인지 후드,1,3
2958,烟机的,烟机的,1,3
2959,机的活,기계,1,3
2960,的活儿,작업,1,3
2961,一年下,1 년 미만,1,3
2962,年下来,년 다운,1,3
2963,下来竟,下来竟,1,3
2964,来竟能,来竟能,1,3
2965,竟能赚,竟能赚,1,3
2966,能赚个,能赚个,1,3
2967,赚个万,만 벌,1,3
2968,个万把,만,1,3
2969,万把块,백만 조각,1,3
2970,反物质,반물질,1,3
2971,物质云,머티리얼 클라우드,1,3
2972,质云十,퀄리티 클라우드 텐,1,3
2973,云十分,윤 스펀,1,3
2974,十分稀,충분히 희소,1,3
2975,分稀薄,얇은,1,3
2976,但对战,但对战,1,3
2977,对战舰,전함,1,3
2978,战舰具,군함 장비,1,3
2979,舰具有,선박은,1,3
2980,具有极,具有极,1,3
2981,有极大,큰,1,3
2982,极大的,매우 크다,1,3
2983,大的杀,大的杀,1,3
2984,的杀伤,的杀伤,1,3
2985,杀伤力,杀伤力,1,3
2986,联邦的,연방,1,3
2987,邦的战,국가 전쟁,1,3
2988,的战舰,전함,1,3
2989,战舰立,전함 스탠드,1,3
2990,舰立刻,즉시 배송,1,3
2991,立刻变,立刻变,1,3
2992,刻变成,刻变成,1,3
2993,变成一,하나가,1,3
2994,成一个,成一个,1,3
2995,一个个,一个个,1,3
2996,个个剌,각자 모두,1,3
2997,个剌目,个剌目,1,3
2998,剌目的,표적,1,3
2999,目的火,目的火,1,3
3000,的火球,화구,1,3
3001,但它们,그러나 그들은,1,3
3002,它们仍,그들은 여전히,1,3
3003,们仍向,们仍向,1,3
3004,仍向奋,仍向奋,1,3
3005,向奋勇,向奋勇,1,3
3006,奋勇冲,용감하게,1,3
3007,勇冲向,勇冲向,1,3
3008,冲向目,눈에 돌진,1,3
3009,向目标,向目标,1,3
3010,奇点炸弹,특이점 폭탄,1,4
3011,点炸弹转,포인트 폭탄,1,4
3012,炸弹转向,폭탄 조종,1,4
3013,脱离目标,오프 타겟,1,4
3014,最高执政,最高执政,1,4
3015,高执政官,高执政官,1,4
3016,执政官的,집정관,1,4
3017,政官的智,정치인의 지혜,1,4
3018,官的智能,공식 정보,1,4
3019,的智能场,스마트 필드,1,4
3020,智能场急,智能场急,1,4
3021,能场急剧,能场急剧,1,4
3022,场急剧闪,场急剧闪,1,4
3023,急剧闪动,急剧闪动,1,4
3024,剧闪动着,剧闪动着,1,4
3025,用最大的,가장 큰 것을 사용하십시오,1,4
3026,最大的能,최대 에너지,1,4
3027,大的能量,大的能量,1,4
3028,的能量把,에너지,1,4
3029,能量把命,能量把命,1,4
3030,量把命令,量把命令,1,4
3031,把命令通,명령 전달,1,4
3032,命令通过,命令通过,1,4
3033,令通过超,슈퍼 통과하자,1,4
3034,超空间传,超空间传,1,4
3035,空间传送,공간 이동,1,4
3036,间传送到,间传送到,1,4
3037,传送到蓝,传送到蓝,1,4
3038,村子里一,村子里一,1,4
3039,子里一些,子里一些,1,4
3040,里一些出,里一些出,1,4
3041,一些出去,一些出去,1,4
3042,些出去打,些出去打,1,4
3043,出去打工,출근,1,4
3044,去打工的,일하다,1,4
3045,打工的人,아르바이트,1,4
3046,工的人赚,工的人赚,1,4
3047,的人赚了,的人赚了,1,4
3048,人赚了些,人赚了些,1,4
3049,赚了些钱,돈을 벌다,1,4
3050,了些钱回,了些钱回,1,4
3051,些钱回来,일부 환불,1,4
3052,和他同岁,그와 같은 나이,1,4
3053,他同岁的,他同岁的,1,4
3054,同岁的二,同岁的二,1,4
3055,岁的二蛋,岁的二蛋,1,4
3056,的二蛋虽,的二蛋虽,1,4
3057,二蛋虽不,두 번째 계란은 아니지만,1,4
3058,蛋虽不识,蛋虽不识,1,4
3059,虽不识字,虽不识字,1,4
3060,不识字但,不识字但,1,4
3061,识字但脑,문맹하지만 두뇌,1,4
3062,字但脑子,字但脑子,1,4
3063,但脑子活,但脑子活,1,4
3064,去城里干,去城里干,1,4
3065,城里干起,도시에서 건조,1,4
3066,里干起了,里干起了,1,4
3067,干起了挨,건조,1,4
3068,起了挨家,起了挨家,1,4
3069,了挨家挨,了挨家挨,1,4
3070,挨家挨户,挨家挨户,1,4
3071,家挨户清,하우스 투 하우스,1,4
3072,挨户清洗,挨户清洗,1,4
3073,户清洗抽,户清洗抽,1,4
3074,清洗抽油,清洗抽油,1,4
3075,洗抽油烟,洗抽油烟,1,4
3076,抽油烟机,레인지 후드,1,4
3077,油烟机的,油烟机的,1,4
3078,烟机的活,후드,1,4
3079,机的活儿,机的活儿,1,4
3080,一年下来,一年下来,1,4
3081,年下来竟,년 다운,1,4
3082,下来竟能,下来竟能,1,4
3083,来竟能赚,来竟能赚,1,4
3084,竟能赚个,竟能赚个,1,4
3085,能赚个万,能赚个万,1,4
3086,赚个万把,백만 벌,1,4
3087,个万把块,个万把块,1,4
3088,反物质云,반물질 구름,1,4
3089,物质云十,物质云十,1,4
3090,质云十分,품질 클라우드는 매우,1,4
3091,云十分稀,구름은 매우 드물다,1,4
3092,十分稀薄,매우 날씬하다,1,4
3093,但对战舰,但对战舰,1,4
3094,对战舰具,전함 장비,1,4
3095,战舰具有,战舰具有,1,4
3096,舰具有极,舰具有极,1,4
3097,具有极大,훌륭하다,1,4
3098,有极大的,有极大的,1,4
3099,极大的杀,极大的杀,1,4
3100,大的杀伤,빅 킬,1,4
3101,的杀伤力,的杀伤力,1,4
3102,基联邦的,基联邦的,1,4
3103,联邦的战,联邦的战,1,4
3104,邦的战舰,군함,1,4
3105,的战舰立,군함 스탠드,1,4
3106,战舰立刻,战舰立刻,1,4
3107,舰立刻变,배가 즉시 변경되었습니다.,1,4
3108,立刻变成,立刻变成,1,4
3109,刻变成一,하나로 변신,1,4
3110,变成一个,되기,1,4
3111,成一个个,하나로,1,4
3112,一个个剌,一个个剌,1,4
3113,个个剌目,个个剌目,1,4
3114,个剌目的,个剌目的,1,4
3115,剌目的火,표적 발사,1,4
3116,目的火球,목표 불 덩어리,1,4
3117,但它们仍,하지만 그들은 여전히,1,4
3118,它们仍向,그들은 여전히,1,4
3119,们仍向奋,우리는 여전히 노력하고 있습니다,1,4
3120,仍向奋勇,仍向奋勇,1,4
3121,向奋勇冲,향해 러쉬,1,4
3122,奋勇冲向,奋勇冲向,1,4
3123,勇冲向目,용감하게 눈에 돌진,1,4
3124,冲向目标,목표를 향해,1,4
3125,奇点炸弹转,특이점 폭탄 회전,1,5
3126,点炸弹转向,포인트 폭탄 스티어링,1,5
3127,最高执政官,최고 영사,1,5
3128,高执政官的,하이 아콘,1,5
3129,执政官的智,집정관의 지혜,1,5
3130,政官的智能,政官的智能,1,5
3131,官的智能场,官的智能场,1,5
3132,的智能场急,的智能场急,1,5
3133,智能场急剧,스마트 필드 샤프,1,5
3134,能场急剧闪,에너지 필드가 급격히 깜박입니다.,1,5
3135,场急剧闪动,场急剧闪动,1,5
3136,急剧闪动着,선명하게 깜박임,1,5
3137,用最大的能,用最大的能,1,5
3138,最大的能量,최대 에너지,1,5
3139,大的能量把,큰 에너지,1,5
3140,的能量把命,생명의 에너지,1,5
3141,能量把命令,에너지 명령,1,5
3142,量把命令通,측정 명령,1,5
3143,把命令通过,명령 전달,1,5
3144,命令通过超,명령을 통과했습니다.,1,5
3145,令通过超空,슈퍼 스페이스,1,5
3146,过超空间传,초 공간 전송,1,5
3147,超空间传送,초 공간 전송,1,5
3148,空间传送到,空间传送到,1,5
3149,间传送到蓝,파란색으로 순간 이동,1,5
3150,村子里一些,마을의 일부,1,5
3151,子里一些出,일부 아웃,1,5
3152,里一些出去,일부 아웃,1,5
3153,一些出去打,몇몇은 싸우러 나간다,1,5
3154,些出去打工,일부는 출근,1,5
3155,出去打工的,출근,1,5
3156,去打工的人,일하러가는 사람들,1,5
3157,打工的人赚,시간제 근로자의 수입,1,5
3158,工的人赚了,노동자들은,1,5
3159,的人赚了些,사람들은 일부를 벌어,1,5
3160,人赚了些钱,사람들은 돈을 벌었 다,1,5
3161,赚了些钱回,赚了些钱回,1,5
3162,了些钱回来,돈을 돌려 받았어,1,5
3163,和他同岁的,그의 나이,1,5
3164,他同岁的二,그의 2 살,1,5
3165,同岁的二蛋,같은 나이의 두 알,1,5
3166,岁的二蛋虽,두 번째 계란이,1,5
3167,的二蛋虽不,두 번째 계란은 아니지만,1,5
3168,二蛋虽不识,두 번째 계란은 몰라도,1,5
3169,蛋虽不识字,달걀은 문맹이지만,1,5
3170,虽不识字但,문맹이지만,1,5
3171,不识字但脑,문맹이지만 뇌,1,5
3172,识字但脑子,문맹하지만 두뇌,1,5
3173,字但脑子活,살아있는 말,1,5
3174,去城里干起,마을로 이동,1,5
3175,城里干起了,도시에서 일,1,5
3176,里干起了挨,일어나,1,5
3177,干起了挨家,집에서 집으로 작업,1,5
3178,起了挨家挨,집에서 집으로,1,5
3179,了挨家挨户,집집마다,1,5
3180,挨家挨户清,방문 청소,1,5
3181,家挨户清洗,집집 청소,1,5
3182,挨户清洗抽,방문 청소,1,5
3183,户清洗抽油,가정용 청소 펌핑,1,5
3184,清洗抽油烟,오일 흄 청소,1,5
3185,洗抽油烟机,세척 범위 후드,1,5
3186,抽油烟机的,레인지 후드,1,5
3187,油烟机的活,레인지 후드의 작업,1,5
3188,烟机的活儿,후드 작업,1,5
3189,一年下来竟,1 년 후,1,5
3190,年下来竟能,년 다운,1,5
3191,下来竟能赚,돈을 벌다,1,5
3192,来竟能赚个,나는 이익을 얻을 수있다,1,5
3193,竟能赚个万,백만 달러를 벌 수 있습니다,1,5
3194,能赚个万把,백만 달러를 벌 수 있습니다,1,5
3195,赚个万把块,백만 위안 만들기,1,5
3196,反物质云十,반물질 클라우드 텐,1,5
3197,物质云十分,머티리얼 클라우드는 매우,1,5
3198,质云十分稀,대량 구름은 매우 드뭅니다,1,5
3199,云十分稀薄,구름은 매우 얇습니다,1,5
3200,但对战舰具,하지만 전함,1,5
3201,对战舰具有,전함은,1,5
3202,战舰具有极,군함은 극단적입니다,1,5
3203,舰具有极大,배는 훌륭하다,1,5
3204,具有极大的,훌륭하다,1,5
3205,有极大的杀,대단한 살인,1,5
3206,极大的杀伤,큰 피해,1,5
3207,大的杀伤力,큰 치사율,1,5
3208,碳基联邦的,탄소 기반 연맹,1,5
3209,基联邦的战,시민권 전쟁,1,5
3210,联邦的战舰,동맹 전함,1,5
3211,邦的战舰立,국가 전함,1,5
3212,的战舰立刻,즉시 전함,1,5
3213,战舰立刻变,전함이 즉시 변경됩니다.,1,5
3214,舰立刻变成,배는 즉시됩니다,1,5
3215,立刻变成一,즉시 하나가됩니다,1,5
3216,刻变成一个,로 변신,1,5
3217,变成一个个,하나가되어,1,5
3218,成一个个剌,하나씩,1,5
3219,一个个剌目,하나씩,1,5
3220,个个剌目的,각 목적,1,5
3221,个剌目的火,개인 화재,1,5
3222,剌目的火球,화구,1,5
3223,但它们仍向,하지만 그들은 여전히,1,5
3224,它们仍向奋,그들은 여전히 ​​노력하고 있습니다,1,5
3225,们仍向奋勇,우리는 여전히,1,5
3226,仍向奋勇冲,여전히 달려가,1,5
3227,向奋勇冲向,향해 러쉬,1,5
3228,奋勇冲向目,용감하게 눈에 돌진,1,5
3229,勇冲向目标,목표를 향해 용감하게 돌진,1,5
